user_id,lastseen,gender,created,language,country_code,status,is_business,dob
5012,2020-08-04 15:32:37.611+00,NULL,2020-08-04 15:32:37.611+00,en,MX,active,f,NULL
5017,2020-08-04 17:54:44.948+00,NULL,2020-08-04 17:54:44.948+00,en,MX,active,f,NULL
5020,2020-08-04 18:16:28.414+00,NULL,2020-08-04 18:16:28.414+00,en,AR,active,f,NULL
5022,2020-08-04 18:21:08.631+00,NULL,2020-08-04 18:21:08.63+00,en,AR,active,f,NULL
5023,2020-08-04 18:25:46.085+00,NULL,2020-08-04 18:25:46.084+00,en,AR,active,f,NULL
5026,2020-08-04 19:01:13.514+00,NULL,2020-08-04 19:01:13.513+00,en,MX,active,f,NULL
5027,2020-08-04 19:01:14.333+00,NULL,2020-08-04 19:01:14.332+00,en,AR,active,f,NULL
5036,2020-08-05 00:54:06.101+00,M,2020-08-05 00:54:06.026+00,en,MX,active,f,1989-10-23
5037,2020-08-05 01:12:05.285+00,NULL,2020-08-05 01:12:05.285+00,en,MX,active,f,NULL
5042,2020-08-05 15:35:54.536+00,NULL,2020-08-05 15:35:54.535+00,en,AR,active,f,NULL
5045,2020-08-05 16:38:19.411+00,NULL,2020-08-05 16:38:19.411+00,en,MX,active,f,NULL
5058,2020-08-05 19:30:12.155+00,NULL,2020-08-05 19:30:12.154+00,en,MX,active,f,NULL
5059,2020-08-05 19:30:13.098+00,NULL,2020-08-05 19:30:13.098+00,en,AR,active,f,NULL
5061,2020-08-05 19:30:32.207+00,NULL,2020-08-05 19:30:32.207+00,en,AR,active,f,NULL
5062,2020-08-05 20:17:49.014+00,NULL,2020-08-05 20:17:49.014+00,en,MX,active,f,NULL
5070,2020-08-05 22:43:47.419+00,M,2020-08-05 22:38:21.773+00,es,MX,active,f,1994-11-23
5073,2020-08-06 01:32:45.233+00,NULL,2020-08-06 01:32:45.232+00,en,AR,active,f,NULL
5074,2020-08-06 01:32:45.735+00,NULL,2020-08-06 01:32:45.734+00,en,MX,active,f,NULL
5076,2020-08-06 01:57:40.254+00,NULL,2020-08-06 01:57:40.254+00,en,MX,active,f,NULL
5080,2020-08-06 03:28:28.11+00,NULL,2020-08-06 03:28:28.11+00,en,MX,active,f,NULL
5081,2020-08-06 03:28:28.879+00,NULL,2020-08-06 03:28:28.878+00,en,AR,active,f,NULL
5085,2020-08-11 18:19:05.805+00,M,2020-08-06 17:43:01.61+00,en,MX,active,f,1986-08-28
5087,2020-08-06 18:25:10.249+00,NULL,2020-08-06 18:25:10.249+00,en,AR,active,f,NULL
5088,2020-08-06 18:47:43.327+00,M,2020-08-06 18:47:43.327+00,en,MX,active,f,1992-05-19
5089,2020-08-06 19:16:07.033+00,NULL,2020-08-06 19:16:07.033+00,en,MX,active,f,NULL
5091,2020-08-06 19:31:27.673+00,NULL,2020-08-06 19:31:27.672+00,en,MX,active,f,NULL
5095,2020-08-06 20:07:50.25+00,NULL,2020-08-06 20:07:50.249+00,en,MX,active,f,NULL
5098,2020-08-06 21:09:36.013+00,NULL,2020-08-06 21:09:36.012+00,en,MX,active,f,NULL
5099,2020-08-06 21:09:36.885+00,NULL,2020-08-06 21:09:36.885+00,en,AR,active,f,NULL
5100,2020-11-17 23:09:36.247+00,M,2020-08-06 21:34:50.716+00,en,MX,active,f,1995-05-21
5102,2020-08-06 22:45:59.049+00,NULL,2020-08-06 22:45:59.048+00,en,AR,active,f,NULL
5103,2020-08-06 22:51:44.181+00,NULL,2020-08-06 22:51:44.135+00,en,MX,active,f,NULL
2586,2020-05-08 19:46:26.974+00,NULL,2020-05-08 19:46:26.974+00,en,AR,active,f,NULL
2588,2020-05-08 19:46:48.201+00,NULL,2020-05-08 19:46:48.201+00,en,AR,active,f,NULL
2589,2020-05-08 19:47:06.965+00,NULL,2020-05-08 19:47:06.964+00,en,MX,active,f,NULL
2593,2020-05-08 19:50:27.773+00,NULL,2020-05-08 19:50:27.772+00,en,MX,active,f,NULL
2596,2020-05-08 19:52:23.838+00,NULL,2020-05-08 19:52:23.837+00,en,AR,active,f,NULL
2597,2020-05-08 19:53:32.809+00,NULL,2020-05-08 19:53:32.808+00,en,MX,active,f,NULL
2607,2020-07-18 00:30:03.859+00,NULL,2020-05-08 22:02:39.65+00,en,MX,active,f,NULL
2614,2020-05-09 04:04:33.10+00,M,2020-05-09 04:04:32.994+00,en,GB,active,f,1984-04-27
2621,2020-05-09 06:05:52.619+00,NULL,2020-05-09 06:05:52.618+00,en,MX,active,f,NULL
2623,2020-05-09 06:19:29.296+00,NULL,2020-05-09 06:19:29.295+00,en,MX,active,f,NULL
2630,2020-05-09 06:38:31.019+00,NULL,2020-05-09 06:38:31.018+00,en,AR,active,f,NULL
2633,2020-05-09 06:50:03.453+00,NULL,2020-05-09 06:50:03.452+00,en,MX,active,f,NULL
2643,2020-05-09 07:02:17.105+00,NULL,2020-05-09 07:02:17.104+00,en,MX,active,f,NULL
2646,2020-05-09 20:25:34.668+00,M,2020-05-09 20:25:34.598+00,en,MX,active,f,1993-01-01
2654,2020-05-11 16:24:58.121+00,NULL,2020-05-11 16:24:58.12+00,en,AR,active,f,NULL
2656,2021-08-03 00:12:16.489+00,M,2020-05-11 17:19:33.154+00,en,MX,active,f,1987-11-22
2657,2020-10-28 17:56:13.957+00,M,2020-05-11 17:31:55.753+00,en,MX,active,t,1957-04-04
2662,2020-05-11 20:43:15.189+00,NULL,2020-05-11 20:43:15.188+00,en,MX,active,f,NULL
2670,2020-05-12 14:50:03.239+00,M,2020-05-11 22:22:44.007+00,en,MX,active,f,1995-07-20
2671,2020-05-11 22:46:49.563+00,M,2020-05-11 22:46:49.496+00,en,MX,active,f,1987-11-11
2674,2020-05-12 03:14:47.524+00,F,2020-05-12 03:14:47.464+00,en,MX,active,f,1998-08-09
2678,2020-09-21 15:00:10.742+00,M,2020-05-12 16:14:01.593+00,en,MX,active,f,1973-07-22
2681,2020-09-17 22:49:05.145+00,M,2020-05-12 18:22:44.228+00,en,MX,active,f,1995-05-15
2687,2020-05-12 23:52:00.267+00,NULL,2020-05-12 23:52:00.267+00,en,MX,active,f,NULL
2689,2020-05-13 13:38:34.101+00,NULL,2020-05-13 13:38:34.10+00,en,MX,active,f,NULL
2692,2020-05-13 13:38:56.852+00,NULL,2020-05-13 13:38:56.851+00,en,AR,active,f,NULL
2695,2020-05-13 13:40:11.351+00,NULL,2020-05-13 13:40:11.35+00,en,MX,active,f,NULL
2703,2020-05-13 13:43:24.382+00,NULL,2020-05-13 13:43:24.382+00,en,MX,active,f,NULL
2704,2020-05-13 13:43:25.164+00,NULL,2020-05-13 13:43:25.163+00,en,AR,active,f,NULL
2705,2020-05-13 13:44:04.556+00,NULL,2020-05-13 13:44:04.556+00,en,MX,active,f,NULL
2710,2020-05-13 17:14:02.402+00,NULL,2020-05-13 17:14:02.337+00,en,MX,active,f,NULL
2713,2020-05-13 18:51:00.252+00,NULL,2020-05-13 18:51:00.178+00,en,MX,active,f,NULL
2714,2020-05-13 20:12:00.348+00,M,2020-05-13 20:06:24.878+00,en,MX,active,f,1983-06-05
2716,2020-10-05 16:05:38.767+00,M,2020-05-13 20:47:36.186+00,en,MX,active,f,1974-11-26
2720,2020-05-13 22:09:54.477+00,NULL,2020-05-13 22:09:54.477+00,en,AR,active,f,NULL
2727,2020-05-13 22:23:39.366+00,NULL,2020-05-13 22:23:39.365+00,en,MX,active,f,NULL
2736,2020-05-13 22:29:20.453+00,NULL,2020-05-13 22:29:20.452+00,en,AR,active,f,NULL
2745,2020-05-13 22:32:39.86+00,NULL,2020-05-13 22:32:39.859+00,en,MX,active,f,NULL
2748,2020-05-13 23:10:35.985+00,NULL,2020-05-13 23:10:35.985+00,en,MX,active,f,NULL
2749,2020-05-13 23:10:37.647+00,NULL,2020-05-13 23:10:37.647+00,en,AR,active,f,NULL
2752,2020-05-13 23:44:17.498+00,NULL,2020-05-13 23:44:17.497+00,en,MX,active,f,NULL
2755,2020-05-13 23:53:33.141+00,NULL,2020-05-13 23:53:33.14+00,en,AR,active,f,NULL
2761,2020-05-14 02:58:15.74+00,NULL,2020-05-14 02:58:15.739+00,en,AR,active,f,NULL
2771,2020-05-14 19:37:59.973+00,NULL,2020-05-14 19:37:59.972+00,en,MX,active,f,NULL
2775,2020-05-16 20:51:00.509+00,M,2020-05-14 19:43:38.065+00,en,MX,active,f,1984-10-27
2776,2020-05-14 21:17:00.434+00,NULL,2020-05-14 21:17:00.434+00,en,MX,active,f,NULL
2777,2020-05-14 21:33:16.131+00,NULL,2020-05-14 21:33:16.131+00,en,MX,active,f,NULL
2778,2020-05-14 21:34:58.848+00,NULL,2020-05-14 21:34:58.793+00,en,MX,active,f,NULL
2779,2020-05-16 20:51:24.397+00,M,2020-05-14 22:43:54.275+00,es,MX,active,f,1983-06-02
2781,2020-05-15 13:48:55.847+00,M,2020-05-15 13:20:56.991+00,en,MX,active,f,1983-06-12
2783,2020-05-15 14:39:27.904+00,NULL,2020-05-15 14:39:27.839+00,en,MX,active,f,NULL
2785,2020-05-15 17:09:14.167+00,M,2020-05-15 17:09:14.095+00,en,MX,active,f,1996-06-26
2786,2020-08-19 15:13:50.55+00,NULL,2020-05-15 18:58:57.621+00,en,MX,active,f,NULL
2787,2020-10-02 21:56:08.475+00,F,2020-05-15 19:06:37.68+00,en,MX,active,f,1995-06-23
2789,2020-05-15 20:21:39.831+00,NULL,2020-05-15 20:21:39.768+00,en,MX,active,f,NULL
2795,2020-05-15 23:26:25.616+00,M,2020-05-15 23:26:25.557+00,en,MX,active,f,1977-08-26
2802,2020-05-16 21:56:25.202+00,M,2020-05-16 21:21:22.973+00,en,MX,active,f,1975-02-05
2805,2020-05-17 01:06:54.163+00,M,2020-05-17 01:06:54.103+00,en,MX,terminated,f,1986-04-24
2808,2020-08-19 23:23:25.825+00,M,2020-05-17 18:04:28.067+00,en,MX,active,f,1986-04-14
2812,2020-05-20 02:27:18.949+00,M,2020-05-18 00:05:44.711+00,en,MX,suspended,t,1951-09-05
2816,2020-05-25 23:40:34.755+00,M,2020-05-18 01:14:54.915+00,en,MX,active,t,1955-10-28
2817,2020-07-20 18:59:41.664+00,NULL,2020-05-18 01:21:27.857+00,en,MX,active,f,NULL
2823,2020-05-18 20:21:47.353+00,F,2020-05-18 16:34:07.737+00,en,MX,active,f,1996-06-19
2828,2020-05-18 22:03:25.489+00,NULL,2020-05-18 22:03:25.488+00,en,AR,active,f,NULL
2833,2020-05-19 18:01:49.654+00,M,2020-05-19 18:01:49.586+00,en,MX,active,f,1991-11-02
2842,2020-05-20 22:13:31.795+00,NULL,2020-05-20 22:13:31.738+00,en,MX,active,f,NULL
2844,2020-05-21 22:44:10.344+00,NULL,2020-05-21 22:44:10.343+00,en,MX,active,f,NULL
2863,2020-05-22 13:05:27.991+00,NULL,2020-05-22 13:05:27.99+00,en,AR,active,f,NULL
2864,2020-05-22 13:05:58.952+00,NULL,2020-05-22 13:05:58.952+00,en,MX,active,f,NULL
2867,2020-05-22 13:07:01.861+00,NULL,2020-05-22 13:07:01.86+00,en,AR,active,f,NULL
2870,2020-05-22 13:37:50.638+00,NULL,2020-05-22 13:37:50.637+00,en,MX,active,f,NULL
2871,2020-05-22 13:37:51.433+00,NULL,2020-05-22 13:37:51.432+00,en,AR,active,f,NULL
2874,2020-05-22 20:21:01.907+00,NULL,2020-05-22 20:21:01.907+00,en,MX,active,f,NULL
2875,2020-05-22 20:21:02.749+00,NULL,2020-05-22 20:21:02.748+00,en,AR,active,f,NULL
2878,2020-05-22 20:21:57.381+00,NULL,2020-05-22 20:21:57.38+00,en,MX,active,f,NULL
2883,2020-08-18 17:14:12.628+00,M,2020-05-22 23:26:29.725+00,en,MX,active,f,1962-08-18
2884,2020-05-22 23:43:41.675+00,NULL,2020-05-22 23:43:41.606+00,en,MX,active,f,NULL
2887,2020-05-25 15:50:33.478+00,NULL,2020-05-25 15:50:33.477+00,en,AR,active,f,NULL
2892,2020-05-25 15:55:39.386+00,NULL,2020-05-25 15:55:39.385+00,en,MX,active,f,NULL
2909,2020-05-25 22:03:03.975+00,NULL,2020-05-25 22:03:03.974+00,en,MX,active,f,NULL
2910,2020-05-25 22:03:04.808+00,NULL,2020-05-25 22:03:04.807+00,en,AR,active,f,NULL
2911,2020-05-25 22:03:45.661+00,NULL,2020-05-25 22:03:45.66+00,en,MX,active,f,NULL
2917,2020-05-25 23:58:11.789+00,NULL,2020-05-25 23:58:11.731+00,en,MX,active,f,NULL
2924,2020-05-26 02:12:21.453+00,NULL,2020-05-26 02:12:21.452+00,en,MX,active,f,NULL
2932,2020-05-26 02:33:55.845+00,NULL,2020-05-26 02:33:55.845+00,en,MX,active,f,NULL
2933,2020-05-26 02:33:56.636+00,NULL,2020-05-26 02:33:56.635+00,en,AR,active,f,NULL
2934,2020-05-26 02:34:37.851+00,NULL,2020-05-26 02:34:37.851+00,en,MX,active,f,NULL
2935,2020-05-26 02:34:38.561+00,NULL,2020-05-26 02:34:38.56+00,en,AR,active,f,NULL
2939,2020-05-26 02:35:31.543+00,NULL,2020-05-26 02:35:31.543+00,en,AR,active,f,NULL
2941,2020-05-26 02:36:12.842+00,NULL,2020-05-26 02:36:12.842+00,en,AR,active,f,NULL
2949,2020-05-26 02:54:33.814+00,NULL,2020-05-26 02:54:33.814+00,en,AR,active,f,NULL
2950,2020-05-26 02:55:08.937+00,NULL,2020-05-26 02:55:08.936+00,en,MX,active,f,NULL
2955,2020-05-26 02:56:41.458+00,NULL,2020-05-26 02:56:41.458+00,en,AR,active,f,NULL
2958,2020-05-26 02:59:10.628+00,NULL,2020-05-26 02:59:10.627+00,en,MX,active,f,NULL
2962,2020-05-26 13:29:47.41+00,NULL,2020-05-26 13:29:47.409+00,en,MX,active,f,NULL
2964,2020-05-26 13:32:13.558+00,NULL,2020-05-26 13:32:13.557+00,en,MX,active,f,NULL
2965,2020-05-26 13:32:14.575+00,NULL,2020-05-26 13:32:14.575+00,en,AR,active,f,NULL
2966,2020-05-26 13:35:26.471+00,NULL,2020-05-26 13:35:26.47+00,en,MX,active,f,NULL
2972,2020-05-26 14:55:12.415+00,NULL,2020-05-26 14:35:24.617+00,en,MX,active,f,NULL
2974,2020-05-26 15:03:46.927+00,NULL,2020-05-26 15:03:46.927+00,en,AR,active,f,NULL
2975,2020-05-26 15:10:19.973+00,NULL,2020-05-26 15:10:19.973+00,en,MX,active,f,NULL
2976,2020-05-26 15:10:20.841+00,NULL,2020-05-26 15:10:20.841+00,en,AR,active,f,NULL
2977,2020-05-26 15:16:02.063+00,NULL,2020-05-26 15:16:02.062+00,en,MX,active,f,NULL
2986,2020-05-26 15:35:08.101+00,M,2020-05-26 15:35:08.036+00,en,CM,active,f,1985-10-07
2992,2020-05-26 16:05:31.552+00,NULL,2020-05-26 16:05:31.551+00,en,MX,active,f,NULL
2993,2020-05-26 16:05:32.579+00,NULL,2020-05-26 16:05:32.578+00,en,AR,active,f,NULL
3001,2020-05-26 16:56:58.911+00,NULL,2020-05-26 16:56:58.91+00,en,MX,active,f,NULL
3002,2020-05-26 16:57:00.829+00,NULL,2020-05-26 16:57:00.828+00,en,AR,active,f,NULL
3003,2020-05-26 16:58:22.422+00,NULL,2020-05-26 16:58:22.421+00,en,MX,active,f,NULL
3015,2020-05-26 17:17:05.179+00,NULL,2020-05-26 17:17:05.178+00,en,AR,active,f,NULL
3017,2020-05-26 17:18:32.06+00,NULL,2020-05-26 17:18:32.06+00,en,AR,active,f,NULL
3018,2020-05-26 17:19:13.164+00,NULL,2020-05-26 17:19:13.163+00,en,MX,active,f,NULL
3023,2020-05-26 17:25:09.292+00,NULL,2020-05-26 17:25:09.292+00,en,AR,active,f,NULL
3035,2020-05-26 18:00:31.574+00,NULL,2020-05-26 18:00:31.574+00,en,AR,active,f,NULL
3041,2020-05-26 18:04:08.862+00,NULL,2020-05-26 18:04:08.862+00,en,AR,active,f,NULL
3044,2020-05-26 18:07:14.263+00,NULL,2020-05-26 18:07:14.262+00,en,MX,active,f,NULL
3047,2020-05-26 18:10:28.419+00,NULL,2020-05-26 18:10:28.418+00,en,AR,active,f,NULL
3050,2020-05-26 18:29:14.427+00,NULL,2020-05-26 18:29:14.426+00,en,MX,active,f,NULL
3052,2020-05-26 18:30:29.095+00,NULL,2020-05-26 18:30:29.094+00,en,MX,active,f,NULL
3053,2020-05-26 18:30:29.925+00,NULL,2020-05-26 18:30:29.924+00,en,AR,active,f,NULL
3054,2020-05-26 18:30:31.162+00,NULL,2020-05-26 18:30:31.162+00,en,MX,active,f,NULL
3058,2020-05-26 19:01:35.448+00,NULL,2020-05-26 19:01:35.376+00,en,MX,active,f,NULL
3070,2020-09-24 17:40:14.616+00,NULL,2020-05-27 21:50:15.227+00,en,MX,active,f,NULL
3075,2020-05-27 23:49:15.583+00,NULL,2020-05-27 23:49:15.583+00,en,MX,active,f,NULL
3082,2020-05-28 04:10:55.203+00,NULL,2020-05-28 04:10:55.202+00,en,MX,active,f,NULL
3085,2020-05-28 04:21:09.415+00,NULL,2020-05-28 04:21:09.415+00,en,AR,active,f,NULL
3088,2020-05-28 06:32:55.727+00,NULL,2020-05-28 06:32:55.727+00,en,MX,active,f,NULL
3089,2020-05-28 06:32:57.63+00,NULL,2020-05-28 06:32:57.629+00,en,AR,active,f,NULL
3093,2020-05-28 22:40:48.908+00,NULL,2020-05-28 22:40:48.907+00,en,MX,active,f,NULL
3094,2020-05-28 22:40:52.371+00,NULL,2020-05-28 22:40:52.37+00,en,AR,active,f,NULL
3099,2020-05-28 22:42:27.67+00,NULL,2020-05-28 22:42:27.669+00,en,MX,active,f,NULL
3100,2020-05-28 22:42:29.613+00,NULL,2020-05-28 22:42:29.613+00,en,AR,active,f,NULL
3102,2020-05-28 22:43:44.712+00,NULL,2020-05-28 22:43:44.711+00,en,AR,active,f,NULL
3105,2020-05-28 22:47:02.271+00,NULL,2020-05-28 22:47:02.271+00,en,MX,active,f,NULL
3108,2020-05-28 22:47:53.243+00,NULL,2020-05-28 22:47:53.242+00,en,MX,active,f,NULL
3115,2020-05-28 22:56:54.02+00,NULL,2020-05-28 22:56:54.019+00,en,MX,active,f,NULL
3116,2020-05-28 22:56:55.453+00,NULL,2020-05-28 22:56:55.45+00,en,MX,active,f,NULL
3121,2020-05-28 23:17:32.008+00,NULL,2020-05-28 23:17:32.007+00,en,AR,active,f,NULL
3125,2020-05-28 23:22:49.877+00,NULL,2020-05-28 23:22:49.877+00,en,MX,active,f,NULL
3126,2020-05-28 23:22:51.713+00,NULL,2020-05-28 23:22:51.712+00,en,AR,active,f,NULL
3127,2020-05-28 23:35:33.095+00,NULL,2020-05-28 23:35:33.095+00,en,MX,active,f,NULL
3131,2020-05-28 23:39:13.933+00,NULL,2020-05-28 23:39:13.932+00,en,MX,active,f,NULL
3135,2020-05-28 23:43:11.026+00,NULL,2020-05-28 23:43:11.025+00,en,MX,active,f,NULL
3139,2020-05-28 23:44:00.269+00,NULL,2020-05-28 23:44:00.269+00,en,MX,active,f,NULL
3141,2020-05-28 23:44:36.615+00,NULL,2020-05-28 23:44:36.614+00,en,MX,active,f,NULL
3156,2020-05-29 21:08:58.80+00,NULL,2020-05-29 21:08:58.799+00,en,MX,active,f,NULL
3159,2020-05-29 21:12:25.496+00,NULL,2020-05-29 21:12:25.496+00,en,MX,active,f,NULL
3162,2020-05-29 21:12:35.583+00,NULL,2020-05-29 21:12:35.582+00,en,AR,active,f,NULL
3170,2020-05-29 21:16:57.439+00,NULL,2020-05-29 21:16:57.431+00,en,AR,active,f,NULL
3173,2020-05-29 21:18:15.94+00,NULL,2020-05-29 21:18:15.94+00,en,MX,active,f,NULL
3174,2020-05-29 21:18:16.871+00,NULL,2020-05-29 21:18:16.871+00,en,AR,active,f,NULL
3177,2020-05-29 21:18:36.568+00,NULL,2020-05-29 21:18:36.567+00,en,MX,active,f,NULL
3178,2020-05-29 21:18:39.399+00,NULL,2020-05-29 21:18:39.397+00,en,AR,active,f,NULL
3185,2020-05-29 21:21:16.14+00,NULL,2020-05-29 21:21:16.14+00,en,AR,active,f,NULL
3189,2020-05-29 21:21:36.323+00,NULL,2020-05-29 21:21:36.323+00,en,AR,active,f,NULL
3192,2020-05-29 21:23:22.945+00,NULL,2020-05-29 21:23:22.945+00,en,MX,active,f,NULL
3194,2020-05-29 21:23:23.774+00,NULL,2020-05-29 21:23:23.773+00,en,AR,active,f,NULL
3198,2020-05-29 21:25:46.53+00,NULL,2020-05-29 21:25:46.53+00,en,AR,active,f,NULL
3206,2020-05-29 21:30:10.248+00,NULL,2020-05-29 21:30:10.248+00,en,MX,active,f,NULL
3208,2020-05-29 21:39:21.349+00,NULL,2020-05-29 21:39:21.349+00,en,MX,active,f,NULL
3211,2020-05-29 21:39:51.71+00,NULL,2020-05-29 21:39:51.71+00,en,AR,active,f,NULL
3213,2020-05-29 21:40:30.649+00,NULL,2020-05-29 21:40:30.648+00,en,AR,active,f,NULL
3214,2020-05-29 21:40:37.791+00,NULL,2020-05-29 21:40:37.79+00,en,MX,active,f,NULL
3217,2020-05-29 21:42:33.292+00,NULL,2020-05-29 21:42:33.292+00,en,MX,active,f,NULL
3232,2020-05-29 21:43:49.274+00,NULL,2020-05-29 21:43:49.273+00,en,MX,active,f,NULL
3233,2020-05-29 21:43:50.241+00,NULL,2020-05-29 21:43:50.24+00,en,AR,active,f,NULL
3239,2020-05-29 21:44:07.148+00,NULL,2020-05-29 21:44:07.147+00,en,AR,active,f,NULL
3241,2020-05-29 21:50:34.432+00,NULL,2020-05-29 21:50:34.431+00,en,MX,active,f,NULL
3248,2020-05-29 21:56:06.956+00,NULL,2020-05-29 21:56:06.956+00,en,MX,active,f,NULL
3249,2020-05-29 21:56:07.882+00,NULL,2020-05-29 21:56:07.881+00,en,AR,active,f,NULL
3250,2020-05-29 21:56:12.133+00,NULL,2020-05-29 21:56:12.132+00,en,MX,active,f,NULL
3262,2020-05-29 22:48:43.852+00,NULL,2020-05-29 22:48:43.852+00,en,MX,active,f,NULL
3264,2020-05-29 22:50:32.453+00,NULL,2020-05-29 22:50:32.453+00,en,MX,active,f,NULL
3265,2020-05-29 22:50:35.271+00,NULL,2020-05-29 22:50:35.271+00,en,AR,active,f,NULL
3266,2020-05-29 22:53:07.789+00,NULL,2020-05-29 22:53:07.787+00,en,MX,active,f,NULL
3267,2020-05-29 22:53:09.298+00,NULL,2020-05-29 22:53:09.297+00,en,MX,active,f,NULL
3268,2020-05-29 22:53:09.408+00,NULL,2020-05-29 22:53:09.407+00,en,AR,active,f,NULL
3269,2020-05-29 22:53:10.566+00,NULL,2020-05-29 22:53:10.565+00,en,MX,active,f,NULL
3270,2020-05-29 22:53:11.027+00,NULL,2020-05-29 22:53:11.026+00,en,AR,active,f,NULL
3273,2020-05-29 22:53:13.465+00,NULL,2020-05-29 22:53:13.464+00,en,MX,active,f,NULL
3281,2020-05-29 23:15:19.056+00,NULL,2020-05-29 23:15:19.055+00,en,MX,active,f,NULL
3288,2020-05-29 23:16:25.382+00,NULL,2020-05-29 23:16:25.381+00,en,MX,active,f,NULL
3301,2020-05-29 23:25:33.983+00,NULL,2020-05-29 23:25:33.982+00,en,MX,active,f,NULL
3304,2020-05-29 23:25:35.68+00,NULL,2020-05-29 23:25:35.68+00,en,AR,active,f,NULL
3305,2020-05-29 23:25:35.836+00,NULL,2020-05-29 23:25:35.835+00,en,AR,active,f,NULL
3310,2021-06-30 20:24:15.469+00,F,2020-05-30 00:15:29.144+00,en,MX,active,f,1980-01-01
3312,2020-05-30 00:18:32.931+00,NULL,2020-05-30 00:18:32.93+00,en,MX,active,f,NULL
3313,2020-05-30 00:18:33.939+00,NULL,2020-05-30 00:18:33.938+00,en,AR,active,f,NULL
3315,2020-05-30 00:18:35.516+00,NULL,2020-05-30 00:18:35.516+00,en,AR,active,f,NULL
3316,2020-05-30 00:39:34.421+00,NULL,2020-05-30 00:39:34.322+00,en,MX,active,f,NULL
3319,2020-05-30 02:01:15.256+00,NULL,2020-05-30 02:01:15.256+00,en,MX,active,f,NULL
3323,2020-05-30 02:05:56.20+00,NULL,2020-05-30 02:05:56.199+00,en,MX,active,f,NULL
3325,2020-05-30 02:07:05.949+00,NULL,2020-05-30 02:07:05.949+00,en,MX,active,f,NULL
3327,2020-05-30 02:07:07.795+00,NULL,2020-05-30 02:07:07.795+00,en,MX,active,f,NULL
3329,2020-05-30 02:07:09.389+00,NULL,2020-05-30 02:07:09.389+00,en,MX,active,f,NULL
3337,2020-05-30 02:09:09.88+00,NULL,2020-05-30 02:09:09.88+00,en,MX,active,f,NULL
3340,2020-05-30 02:09:11.442+00,NULL,2020-05-30 02:09:11.44+00,en,AR,active,f,NULL
3343,2020-05-30 02:29:38.117+00,NULL,2020-05-30 02:29:38.116+00,en,AR,suspended,f,NULL
3344,2020-05-30 02:35:51.201+00,NULL,2020-05-30 02:35:51.201+00,en,MX,suspended,f,NULL
3350,2020-05-30 02:46:52.703+00,NULL,2020-05-30 02:46:52.702+00,en,AR,suspended,f,NULL
3351,2020-05-30 02:46:52.756+00,NULL,2020-05-30 02:46:52.755+00,en,AR,suspended,f,NULL
3355,2020-05-30 02:47:03.97+00,NULL,2020-05-30 02:47:03.969+00,en,AR,suspended,f,NULL
3356,2020-05-30 02:48:43.622+00,NULL,2020-05-30 02:48:43.621+00,en,MX,suspended,f,NULL
3385,2020-06-01 18:50:49.028+00,NULL,2020-06-01 18:50:49.027+00,en,MX,suspended,f,NULL
3389,2020-06-01 18:55:53.069+00,NULL,2020-06-01 18:55:53.068+00,en,AR,suspended,f,NULL
3401,2020-06-02 00:04:32.594+00,NULL,2020-06-02 00:04:32.593+00,en,MX,suspended,f,NULL
3403,2020-06-02 00:58:18.91+00,NULL,2020-06-02 00:58:18.91+00,en,MX,suspended,f,NULL
3408,2020-06-02 01:07:34.618+00,NULL,2020-06-02 01:07:34.617+00,en,AR,suspended,f,NULL
3411,2020-06-02 02:03:50.376+00,NULL,2020-06-02 02:03:50.301+00,en,MX,active,f,NULL
3423,2020-06-02 14:26:53.536+00,NULL,2020-06-02 14:26:53.536+00,en,AR,suspended,f,NULL
3425,2020-06-02 14:40:06.708+00,NULL,2020-06-02 14:40:06.708+00,en,AR,suspended,f,NULL
3429,2020-06-02 18:33:07.607+00,NULL,2020-06-02 18:33:07.606+00,en,AR,suspended,f,NULL
3439,2020-06-03 02:54:11.358+00,NULL,2020-06-03 02:54:11.357+00,en,AR,suspended,f,NULL
3448,2020-06-03 16:39:48.882+00,NULL,2020-06-03 16:39:48.881+00,en,MX,suspended,f,NULL
3449,2020-06-03 16:39:50.552+00,NULL,2020-06-03 16:39:50.551+00,en,AR,suspended,f,NULL
3454,2020-06-03 16:47:14.126+00,NULL,2020-06-03 16:47:14.125+00,en,MX,suspended,f,NULL
3462,2020-06-03 20:21:16.891+00,NULL,2020-06-03 20:21:16.89+00,en,AR,suspended,f,NULL
3470,2020-06-03 21:14:59.313+00,NULL,2020-06-03 21:14:59.312+00,en,AR,suspended,f,NULL
3471,2020-06-03 21:30:30.375+00,NULL,2020-06-03 21:30:30.375+00,en,MX,suspended,f,NULL
3474,2020-06-03 23:35:13.021+00,NULL,2020-06-03 23:35:13.02+00,en,AR,suspended,f,NULL
3477,2020-06-04 03:26:15.572+00,NULL,2020-06-04 03:26:15.571+00,en,MX,suspended,f,NULL
1611,2020-01-08 16:58:59.447+00,NULL,2020-01-08 16:58:59.215+00,en,MX,active,f,NULL
1614,2020-01-08 21:32:16.203+00,M,2020-01-08 21:32:16.202+00,en,MX,active,f,1992-05-19
1626,2020-01-09 15:14:13.084+00,NULL,2020-01-09 15:14:12.857+00,en,MX,active,f,NULL
1632,2020-01-13 21:19:45.744+00,NULL,2020-01-13 21:19:45.743+00,es,AR,active,f,NULL
